ID,Airplane Tail,Software Crate Number,Software Part Number,Features,Episode Start Date
357,NMPNRT,8962O-EA3C2-QAYI1,S51F9-U7YPB-6AQIQ,['E3'],2022-02-01T23:05:34
358,NSAPSG,1X0IW-E2LF2-SB243,KM3CG-5XZTB-9GRF5,['E3'],2022-02-01T23:05:36
359,NMPNRT,FZ78Z-P9KQA-Z25CJ,WN1RP-FQZTA-3JRDV,['E3'],2022-02-01T23:05:39
360,NSAPSG,BWF7O-XWJNG-H7P4G,PL8R8-PJ0M2-HVK9I,['E3'],2022-02-01T23:05:42
361,NMPNRT,VVYDR-FZLMP-UTXTV,IMSND-UX2OO-S9BCE,['E3'],2022-02-01T23:05:45
362,NCFXUR,RID0T-ZR2ZP-XTWQ0,KM3CG-5XZTB-9GRF5,['E3'],2022-02-01T23:05:46
363,NSAPSG,29LMC-Q24DI-33U42,KFHL6-72HZU-U7138,['E3'],2022-02-01T23:05:47
364,NKGHXN,QL1KC-DY951-D8P3W,AO9EX-YTOXQ-Z8YY7,['E3'],2022-02-01T23:05:48
365,NMPNRT,DOR3G-DOG7X-TVULG,PLJ1I-5S6EY-SKKQG,['E3'],2022-02-01T23:05:51
366,NSAPSG,1PHZW-QT7AY-0MYSY,JPJ4O-22HQB-BRX45,['E3'],2022-02-01T23:05:53
367,NKGHXN,HBPKT-J2YTG-HWYU5,E9ULI-S5VFR-A9ZQK,['E3'],2022-02-01T23:05:53
368,NKGHXN,GBJ6B-66JHT-K9MXK,9H1PF-HKLG7-ZX7PE,['E3'],2022-02-01T23:05:57
369,NKGHXN,JT2LU-ZA73R-MKOCR,ZCUXL-FFO1R-653ZC,['E3'],2022-02-01T23:06:00
370,NMPNRT,P5MIQ-T75VF-DEOR5,2QZOD-LEU5K-47XNR,['E3'],2022-02-01T23:06:02
371,NKGHXN,PT6HC-8EWXR-KD0CQ,LNM9C-EIJ9D-4RKZF,['E3'],2022-02-01T23:06:05
372,NMPNRT,2UXKC-OMYGA-RFP92,X2V6N-AZ3EE-R0D9P,['E3'],2022-02-01T23:06:07
373,NKGHXN,TLMH3-SK4KC-1UIU7,WCGUR-XIN1N-P7DXX,['E3'],2022-02-01T23:06:09
374,NKGHXN,AVY92-AC5CX-UL5BM,9ZFV6-96GFW-9G4Q8,['E3'],2022-02-01T23:06:14
375,NKGHXN,QCTNG-CXOOB-TM8PP,FSH8U-MMXQS-IRR5E,['E3'],2022-02-01T23:06:19
376,NMPNRT,PSVFC-3CH2Q-XANST,WI28G-RAF6E-LVZLT,['E3'],2022-02-01T23:06:19
377,NSAPSG,ATP6Y-24Z94-9AIZU,OA3YZ-4Q0YK-FOW31,['E3'],2022-02-01T23:06:22
378,NSAPSG,PJH4W-YLW2E-DH9GP,JSHUP-J1BI1-GDUC0,['E3'],2022-02-01T23:06:25
379,NMPNRT,0KVDY-YSLPV-6BMKW,R58VN-BZ97N-RZGNL,['E3'],2022-02-01T23:06:25
380,NKGHXN,5UN1U-OA0GI-QKJQJ,9T60Y-JHIUC-LSPZ2,['E3'],2022-02-01T23:06:26
381,NKGHXN,3XGN3-INCF7-R6DBV,B7H1Q-Z3C11-M9JV4,['E3'],2022-02-01T23:06:30
382,NKGHXN,AESBO-AIYY6-KQBMM,P0YR5-R8DA2-M6O3Y,['E3'],2022-02-01T23:06:35
383,NMPNRT,1FI8J-BUCEK-YAE4J,1FZJZ-U8C25-853E8,['E3'],2022-02-01T23:06:39
384,NKGHXN,OATEM-BK1LZ-6DVKO,8B3VF-KCKWL-AZK1X,['E3'],2022-02-01T23:06:40
385,NMPNRT,PPVX7-DCOX9-J3S2B,5VOVB-6YHHY-NMTWU,['E3'],2022-02-01T23:06:44
386,NKGHXN,U47NR-JQ4AV-03980,EBN95-L4H4Y-2AZRQ,['E3'],2022-02-01T23:06:48
387,NCFXUR,6MGG5-BD7IX-CX8HA,SH9GQ-XEG71-DOUNA,['E3'],2022-02-01T23:06:49
388,NMPNRT,B21IR-73O16-S5HNE,S2ZFW-7YROO-AI0J4,['E3'],2022-02-01T23:06:49
389,NKGHXN,AT93I-26N5R-BATNY,P8XDE-LSG6A-TJH01,['E3'],2022-02-01T23:06:53
390,NMPNRT,4HXVP-RKKEY-YNEFL,BOVLE-YS4DF-RODW5,['E3'],2022-02-01T23:06:55
391,NKGHXN,HVVLD-SFJTX-YFJOO,S51F9-U7YPB-6AQIQ,['E3'],2022-02-01T23:06:59
392,NMPNRT,LUVBW-KKUYD-HAU3B,QPTOJ-VUG01-68K9D,['E3'],2022-02-01T23:07:01
393,NKGHXN,J5AN8-ZMFHV-RLFOU,DU5XJ-DS4MV-5VF2Z,['E3'],2022-02-01T23:07:03
394,NKGHXN,9EWEX-FC37W-BX72I,RPAOS-GGBRL-T6EV9,['E3'],2022-02-01T23:07:08
395,NMPNRT,FO4ON-OFP4H-AWBHF,OXGIP-471PI-GA2A6,['E3'],2022-02-01T23:07:08
396,NCFXUR,H2WAB-YC9N4-0HECB,9DUDV-72KKI-BSH2T,['E3'],2022-02-01T23:07:09
397,NKGHXN,YH0P5-IHKZB-LBV1T,WN1RP-FQZTA-3JRDV,['E3'],2022-02-01T23:07:13
398,NUISCZ,IXURX-6AEOP-P3N7E,9ZFV6-96GFW-9G4Q8,['E3'],2022-02-01T23:07:14
399,NMPNRT,4X2S6-1Y8HJ-N8EAI,TEUE0-X3397-51DSK,['E3'],2022-02-01T23:07:16
400,NKGHXN,9PUNE-FA0NR-O4OCW,IMSND-UX2OO-S9BCE,['E3'],2022-02-01T23:07:20
401,NKGHXN,8ZIJA-MESBW-D1JHC,PLJ1I-5S6EY-SKKQG,['E3'],2022-02-01T23:07:25
402,NCFXUR,LTEZF-M8ZHV-KV1OV,LK5LW-2012B-M2ZN3,['E3'],2022-02-01T23:07:32
403,NKGHXN,41YF4-QKYUW-YKZT4,2QZOD-LEU5K-47XNR,['E3'],2022-02-01T23:07:34
404,NKGHXN,6E5CP-NSKNZ-UA4HM,5VOVB-6YHHY-NMTWU,['E3'],2022-02-01T23:07:39
405,NMPNRT,7MIQ6-U91Q5-FFRO5,NR7KD-LZGWE-Q8VKD,['E3'],2022-02-01T23:07:40
406,NMPNRT,6WNBJ-Q7ZX7-KXS70,D878R-H989H-YZ95I,['E3'],2022-02-01T23:07:47
407,NKGHXN,PI1JV-60RD4-8X4YC,S2ZFW-7YROO-AI0J4,['E3'],2022-02-01T23:07:49
408,NUISCZ,28UWV-JK4J6-MIFDI,520BK-HJ6DK-EAKSM,['E3'],2022-02-01T23:07:50
409,NUISCZ,GJ40E-688F3-OXOQU,75LZX-91168-XCKJJ,['E3'],2022-02-01T23:07:53
410,NKGHXN,J6T6K-AIE5G-K3CNP,BOVLE-YS4DF-RODW5,['E3'],2022-02-01T23:07:54
411,NMPNRT,9B9WJ-WFMPA-WYOUR,RFTY3-VA4NY-CT7HM,['E3'],2022-02-01T23:07:54
412,NCFXUR,1IIJ9-SR38S-UTAET,CBYTE-27AAT-IQ4EO,['E3'],2022-02-01T23:08:00
413,NKGHXN,LDHFT-IX3SX-P0R6E,QPTOJ-VUG01-68K9D,['E3'],2022-02-01T23:08:02
414,NMPNRT,VWYPK-A8XJ2-23IEC,FJAGX-DQD9B-D6DEQ,['E3'],2022-02-01T23:08:03
415,NKGHXN,GSXQW-48A75-HL7NC,OXGIP-471PI-GA2A6,['E3'],2022-02-01T23:08:07
416,NMPNRT,1BAGO-V5CAS-43WOC,CGU4E-ED00K-FCGYO,['E3'],2022-02-01T23:08:10
417,NUISCZ,6GTYC-4LX4N-E0P22,KM3CG-5XZTB-9GRF5,['E3'],2022-02-01T23:08:11
418,NKGHXN,2190L-NVJHW-SGCYE,TEUE0-X3397-51DSK,['E3'],2022-02-01T23:08:15
419,NUISCZ,39IPD-ALV34-APULP,CWRMU-I2LIF-A20DE,['E3'],2022-02-01T23:08:17
420,NMPNRT,20R1Y-B7RW9-8NP0N,TR6NB-8YPUS-GTQHC,['E3'],2022-02-01T23:08:17
421,NCFXUR,JD8BL-19X6A-I1PV0,W5ONG-DWBAC-XX0MD,['E3'],2022-02-01T23:08:23
422,NMPNRT,45EO9-DKB9Y-3CGVG,RH9AK-2IIRK-8RTHJ,['E3'],2022-02-01T23:08:25
423,NMPNRT,Z6GP9-PN86O-ZAZ2X,9MSC1-YVHX1-E9EZF,['E3'],2022-02-01T23:08:29
424,NCFXUR,B32AD-GVWHR-6L6RT,AMBK6-B2EZI-JDDC9,['E3'],2022-02-01T23:08:39
425,NMPNRT,1Y9N9-7CBHL-0ZS2Y,9ZFV6-96GFW-9G4Q8,['E3'],2022-02-01T23:08:42
426,NKGHXN,095JL-E1W68-IEGFV,NR7KD-LZGWE-Q8VKD,['E3'],2022-02-01T23:08:42
427,NKGHXN,CQDMC-P98UD-QP5P0,D878R-H989H-YZ95I,['E3'],2022-02-01T23:08:46
428,NKGHXN,508ZY-DSKIA-PY27G,RFTY3-VA4NY-CT7HM,['E3'],2022-02-01T23:08:48
429,NKGHXN,4VDC3-ULQGK-5S1YP,FJAGX-DQD9B-D6DEQ,['E3'],2022-02-01T23:08:54
430,NCFXUR,BGEWY-4XGXR-7QW6O,Q28HQ-ETB9T-71A1A,['E3'],2022-02-01T23:08:56
431,NKGHXN,6KOPY-T1A9Y-II4FO,CGU4E-ED00K-FCGYO,['E3'],2022-02-01T23:09:00
432,NKGHXN,SDWG5-KL27N-XEIRR,TR6NB-8YPUS-GTQHC,['E3'],2022-02-01T23:09:09
433,NMPNRT,1IZ2C-RRUZ2-SWZ4J,520BK-HJ6DK-EAKSM,['E3'],2022-02-01T23:09:17
434,NKGHXN,O78JZ-JCYRB-O7JMR,RH9AK-2IIRK-8RTHJ,['E3'],2022-02-01T23:09:18
435,NMPNRT,RUSUB-KENUV-Z0NVY,75LZX-91168-XCKJJ,['E3'],2022-02-01T23:09:18
436,NKGHXN,79FXB-KEKT5-0Z5AT,9MSC1-YVHX1-E9EZF,['E3'],2022-02-01T23:09:23
437,NCFXUR,R35IF-UZJV4-LB6GV,P8XDE-LSG6A-TJH01,['E3'],2022-02-01T23:09:24
438,NMPNRT,RFBMN-BRE3B-C5ESZ,KM3CG-5XZTB-9GRF5,['E3'],2022-02-01T23:09:27
439,NMPNRT,GP7LM-RAMDV-EEF8Q,CWRMU-I2LIF-A20DE,['E3'],2022-02-01T23:09:27
440,NMPNRT,TGAXR-0YYMJ-9OEDZ,PL8R8-PJ0M2-HVK9I,['E3'],2022-02-01T23:09:36
441,NMPNRT,RJBPD-I4X6H-IL62C,KFHL6-72HZU-U7138,['E3'],2022-02-01T23:09:39
442,NMPNRT,YDNJ0-VPAQR-D2J1I,JPJ4O-22HQB-BRX45,['E3'],2022-02-01T23:09:43
443,NCFXUR,E6ZPU-4RWC8-MXVC5,DU5XJ-DS4MV-5VF2Z,['E3'],2022-02-01T23:09:44
444,NMPNRT,6EG79-ZGD1U-9INX6,RUYAF-WJ0HL-V9GA6,['E3'],2022-02-01T23:09:49
445,NUISCZ,VPX19-OPG2O-BNKQY,PL8R8-PJ0M2-HVK9I,['E3'],2022-02-01T23:09:51
446,NMPNRT,BDG0Q-NQOB8-M0PZX,P8XDE-LSG6A-TJH01,['E3'],2022-02-01T23:09:55
447,NUISCZ,SPLOB-L99QH-QMB1E,KFHL6-72HZU-U7138,['E3'],2022-02-01T23:09:59
448,NMPNRT,808V1-O34OZ-157XR,DU5XJ-DS4MV-5VF2Z,['E3'],2022-02-01T23:09:59
449,NUISCZ,FG4ZG-E622S-K2VQ8,JPJ4O-22HQB-BRX45,['E3'],2022-02-01T23:10:06
450,NMPNRT,WRA6F-VHPY5-TBU0K,OA3YZ-4Q0YK-FOW31,['E3'],2022-02-01T23:10:21
451,NUISCZ,9TCNH-94GPW-9NBJ7,P8XDE-LSG6A-TJH01,['E3'],2022-02-01T23:10:24
452,NCFXUR,N2363-OVIOJ-GN2WQ,9ZFV6-96GFW-9G4Q8,['E3'],2022-02-01T23:10:26
453,NUISCZ,QD3DW-2DENG-A1YIR,RUYAF-WJ0HL-V9GA6,['E3'],2022-02-01T23:10:32
454,NUISCZ,DBS5L-7W5OQ-7ZX7E,DU5XJ-DS4MV-5VF2Z,['E3'],2022-02-01T23:10:44
455,NUISCZ,XUP0G-EZF17-6Z9H3,OA3YZ-4Q0YK-FOW31,['E3'],2022-02-01T23:11:11
456,NCFXUR,TB1ZS-MTWUJ-QSPNZ,ROAXN-ATO2F-HUS9E,['E3'],2022-02-01T23:18:33
457,NMPNRT,ULILA-RVR1S-0EQ43,WI28G-RAF6E-LVZLT,['F5'],2022-02-01T23:48:26
458,NMPNRT,BBZNN-T3FM9-48I7D,DJBTH-256L6-OEPZB,['F5'],2022-02-01T23:48:26
459,NMPNRT,1GL41-3SO6F-QU1TK,X2V6N-AZ3EE-R0D9P,['F5'],2022-02-01T23:48:26
460,NMPNRT,L630A-R5LVH-ZJIWL,XMXF1-1UUXX-BIKG6,['F5'],2022-02-01T23:48:26
461,NSAPSG,EB0FK-SPVBS-QJ91J,1HNFY-F3TKR-MCU3F,['E3'],2022-02-01T23:50:02
462,NSAPSG,NUMMD-I1DXR-O4H14,P89Y9-OKC41-QJGKB,['E3'],2022-02-01T23:50:08
463,NSAPSG,BU0NO-CZT8N-YGHOC,LNM9C-EIJ9D-4RKZF,['E3'],2022-02-01T23:50:18
464,NSAPSG,DI4AJ-NH17X-P417B,EQO8K-I32Q6-5ZE4R,['E3'],2022-02-01T23:50:22
465,NSAPSG,D2S67-X7447-TCG4C,KVSQR-7R887-LNRQQ,['E3'],2022-02-01T23:50:25
466,NSAPSG,N0X7U-3HI0H-P101Q,JSHUP-J1BI1-GDUC0,['E3'],2022-02-01T23:50:30
467,NSAPSG,5P4BN-G8OOB-00FTS,JSHUP-J1BI1-GDUC0,['F5'],2022-02-01T23:50:30
468,NSAPSG,LXMR6-R0B3K-MDVSR,DD5SE-X4RFI-UUTTE,['E3'],2022-02-01T23:50:36
469,NSAPSG,GN4ZH-ITXN7-MDCSJ,CET9R-0XS38-ZRVIT,['E3'],2022-02-01T23:50:40
470,NSAPSG,9L57J-NGOEX-0GGL0,CET9R-0XS38-ZRVIT,['F5'],2022-02-01T23:50:40
471,NBAKPD,L4SCL-3JPTA-22D20,RJQDC-7GONY-OREY2,['F5'],2022-02-01T23:50:55
472,NBAKPD,YXAD4-PKNMP-JEZO9,RJQDC-7GONY-OREY2,['E3'],2022-02-01T23:51:00
473,NBAKPD,IJRB5-BHU03-6NF4T,9R6CQ-ADDMG-OADZ6,['F5'],2022-02-01T23:51:16
474,NBAKPD,9BB7F-BIA22-KRIK7,9R6CQ-ADDMG-OADZ6,['E3'],2022-02-01T23:51:17
475,NBAKPD,YYSO8-FN7EA-I0QWG,8FYKK-4GC8E-COZ1S,['F5'],2022-02-01T23:51:21
476,NBAKPD,ZK7N1-18UVR-4CYQF,8FYKK-4GC8E-COZ1S,['E3'],2022-02-01T23:51:21
477,NBAKPD,9STAX-U4R5Z-5K33X,4N71B-7J1D8-M5LEG,['E3'],2022-02-01T23:51:25
478,NBAKPD,R65XT-4C118-KTRL4,520BK-HJ6DK-EAKSM,['E3'],2022-02-01T23:51:41
479,NSAPSG,5J5FZ-158SI-SSB7M,AO9EX-YTOXQ-Z8YY7,['E3'],2022-02-01T23:51:50
480,NSAPSG,F46XJ-MYO3D-6HOVT,9H1PF-HKLG7-ZX7PE,['E3'],2022-02-01T23:51:58
481,NBAKPD,FAJGQ-PN7DL-Y31QY,OA3YZ-4Q0YK-FOW31,['E3'],2022-02-01T23:51:59
482,NBAKPD,QRJ3O-UC00L-4URD1,KM3CG-5XZTB-9GRF5,['E3'],2022-02-01T23:52:08
483,NSAPSG,SGGBX-MRIXL-IGOH0,V0YUD-NLZP3-ODLBO,['E3'],2022-02-01T23:52:18
484,NBAKPD,QW81G-XHGHU-B8NZP,PL8R8-PJ0M2-HVK9I,['E3'],2022-02-01T23:52:20
485,NBAKPD,51EG1-ECZA2-K4XSU,KFHL6-72HZU-U7138,['E3'],2022-02-01T23:52:26
486,NSAPSG,O0ST0-KTQO2-RZSEN,R58VN-BZ97N-RZGNL,['E3'],2022-02-01T23:52:32
487,NBAKPD,8PH0G-2L7U5-23ND1,75LZX-91168-XCKJJ,['E3'],2022-02-01T23:52:37
488,NBAKPD,9CNVH-UNESI-VU1YM,JPJ4O-22HQB-BRX45,['E3'],2022-02-01T23:52:41
489,NSAPSG,UBZSH-7P42I-31ACU,FSH8U-MMXQS-IRR5E,['E3'],2022-02-01T23:52:41
490,NMPNRT,TA02O-Y1DA2-GLN7N,RPAOS-GGBRL-T6EV9,['E3'],2022-02-01T23:52:53
491,NBAKPD,EYMR8-MJIXE-PV5IX,S5Z0L-X2MDD-8F8XD,['E3'],2022-02-01T23:52:59
492,NBAKPD,8KZ3P-8EQVS-ZQQ7E,S5Z0L-X2MDD-8F8XD,['F5'],2022-02-01T23:52:59
493,NSAPSG,MGGE1-DDGAU-7OUOP,NLG1R-1VJ3Y-KIJO9,['E3'],2022-02-01T23:53:03
494,NBAKPD,KGNWM-7ZUTM-WV39Z,R8AES-DEWYG-NMW95,['E3'],2022-02-01T23:53:12
495,NSAPSG,28B7M-2YVP6-TQHJ3,HXUPE-RYS7I-16DSY,['E3'],2022-02-01T23:53:14
496,NSAPSG,XL9W4-D7VG1-PJ6T3,S2ZFW-7YROO-AI0J4,['E3'],2022-02-01T23:53:28
497,NSAPSG,69TON-O0X4M-PYFJA,5VOVB-6YHHY-NMTWU,['E3'],2022-02-01T23:53:35
498,NSAPSG,P3WML-U813M-MGMKA,BOVLE-YS4DF-RODW5,['E3'],2022-02-01T23:53:47
499,NSAPSG,ZGMO5-02ULD-F59DB,QPTOJ-VUG01-68K9D,['E3'],2022-02-01T23:53:56
500,NBAKPD,VWGEI-1L1H6-2NKMW,AO9EX-YTOXQ-Z8YY7,['E3'],2022-02-01T23:53:57
501,NSAPSG,JJD5P-XAJOB-7N533,OXGIP-471PI-GA2A6,['E3'],2022-02-01T23:54:03
502,NSAPSG,7TVDO-CZKJ6-UAVTL,TEUE0-X3397-51DSK,['E3'],2022-02-01T23:54:10
503,NBAKPD,FU2V4-PNZAA-M6OJE,9H1PF-HKLG7-ZX7PE,['E3'],2022-02-01T23:54:34
504,NSAPSG,410HL-SBQD7-VIFVI,D878R-H989H-YZ95I,['E3'],2022-02-01T23:54:53
505,NBAKPD,M8EH0-QCWOU-LD6EX,LNM9C-EIJ9D-4RKZF,['E3'],2022-02-01T23:54:56
506,NSAPSG,5ZXTM-E3LX1-UH7CI,NR7KD-LZGWE-Q8VKD,['E3'],2022-02-01T23:54:57
507,NSAPSG,A845Z-QRJC0-JNL0Q,RFTY3-VA4NY-CT7HM,['E3'],2022-02-01T23:55:04
508,NSAPSG,LSXK0-7LU3P-LNUIP,FJAGX-DQD9B-D6DEQ,['E3'],2022-02-01T23:55:10
509,NSAPSG,2PWX6-69ML4-S7U9N,CGU4E-ED00K-FCGYO,['E3'],2022-02-01T23:55:16
510,NSAPSG,A0EGA-D7P0B-5MWD9,TR6NB-8YPUS-GTQHC,['E3'],2022-02-01T23:55:23
511,NSAPSG,V6OKT-TMNEO-SLR9B,RH9AK-2IIRK-8RTHJ,['E3'],2022-02-01T23:55:31
512,NBAKPD,JR5M0-2HTTL-1JU5C,EQO8K-I32Q6-5ZE4R,['E3'],2022-02-01T23:55:32
513,NSAPSG,4LS80-NFKEH-UTJZB,9MSC1-YVHX1-E9EZF,['E3'],2022-02-01T23:55:39
514,NSAPSG,8275I-BZNKA-JQ0LD,Q1NDN-2X7NQ-70LZQ,['E3'],2022-02-01T23:55:56
515,NBAKPD,G4P4K-32R0T-A0YY4,R58VN-BZ97N-RZGNL,['E3'],2022-02-01T23:56:01
516,NSAPSG,2T8TL-BVMNV-E5C1J,8Q1RM-HS786-5KWN7,['E3'],2022-02-01T23:56:13
517,NSAPSG,3EMRF-CXGTB-ZU8FN,2QZOD-LEU5K-47XNR,['E3'],2022-02-01T23:56:24
518,NBAKPD,7GELC-TBD9I-4LIYH,9ZFV6-96GFW-9G4Q8,['E3'],2022-02-01T23:56:27
519,NSAPSG,SDSZB-8HGOA-DWTEP,X28S7-HK3T9-QGIFG,['E3'],2022-02-01T23:56:34
520,NSAPSG,XSMFM-40R6S-FFLDC,C6EPA-DOJ1K-H0VUO,['E3'],2022-02-01T23:56:41
521,NBAKPD,KNER9-S0Q6W-O9VVF,FSH8U-MMXQS-IRR5E,['E3'],2022-02-01T23:56:43
522,NSAPSG,XL6L3-JE99W-CQ46U,FJCE8-8Y2IM-GAW63,['E3'],2022-02-01T23:56:52
523,NSAPSG,2GEI2-F5DNQ-CFRI2,DU5XJ-DS4MV-5VF2Z,['E3'],2022-02-01T23:56:57
524,NSAPSG,150I8-T5T8A-4CI08,S51F9-U7YPB-6AQIQ,['E3'],2022-02-01T23:57:10
525,NBAKPD,3LU8M-6ROFE-Z1LDA,P89Y9-OKC41-QJGKB,['E3'],2022-02-01T23:57:23
526,NSAPSG,OE63P-XDBRL-SB5CK,P8XDE-LSG6A-TJH01,['E3'],2022-02-01T23:57:29
527,NSAPSG,J81D9-NWTL7-9TRSK,EBN95-L4H4Y-2AZRQ,['E3'],2022-02-01T23:57:35
528,NBAKPD,B8P7Y-CXNKQ-L52CN,1HNFY-F3TKR-MCU3F,['E3'],2022-02-01T23:57:45
529,NSAPSG,EDBQK-IPP0F-0Z4PE,CMD7G-AZMQY-WK3CD,['E3'],2022-02-01T23:57:49
530,NBAKPD,2D9K9-BL1YW-V1QQR,B7H1Q-Z3C11-M9JV4,['E3'],2022-02-01T23:58:03
531,NBAKPD,5JRAW-T7OZO-LQQIH,DD5SE-X4RFI-UUTTE,['E3'],2022-02-01T23:58:35
532,NBAKPD,CKUXZ-O34SN-5QKVZ,V0YUD-NLZP3-ODLBO,['E3'],2022-02-01T23:58:55
533,NSAPSG,RR4SR-2PCRV-NQBM0,9T60Y-JHIUC-LSPZ2,['E3'],2022-02-01T23:58:56
534,NBAKPD,SPL20-KQ0P9-DBVWC,NLG1R-1VJ3Y-KIJO9,['E3'],2022-02-01T23:59:23
535,NBAKPD,Z9MHW-3IYVJ-XFN8Y,HXUPE-RYS7I-16DSY,['E3'],2022-02-01T23:59:47
536,NAEDAI,QZ82T-G64QB-MBIFY,L23AU-N2GSP-FTZ5Z,['E3'],2022-02-02T00:04:03
537,NAEDAI,1O4YW-AB9MC-HWMVC,JUZUO-2O749-X9XK8,['E3'],2022-02-02T00:04:09
538,NAEDAI,NMW7H-O5F0H-2BKY8,YA8MM-FMDF5-KM1H3,['E3'],2022-02-02T00:04:15
539,NAEDAI,KJEGW-MQVO2-EZF7W,9U01U-J8JDM-HY7TN,['F5'],2022-02-02T00:07:04
540,NAEDAI,BJE4R-78W6F-16QIO,1VTZH-QBNQW-8WK0P,['F5'],2022-02-02T00:07:04
541,NAEDAI,RBO4F-XSWYW-DF9KN,INXLU-P1N76-TI7K1,['F5'],2022-02-02T00:23:56
542,NAEDAI,7AKP6-5W4FG-V55YI,BXMBW-VOHRC-LJIXB,['E3'],2022-02-02T00:28:55
543,NGSMYE,8REOR-ZGCEB-4N4Z0,6799V-S4H61-91SKC,['E3'],2022-02-02T04:49:22
544,NGSMYE,BHJIU-FH120-2HS0N,6799V-S4H61-91SKC,['F5'],2022-02-02T05:30:55
545,NGSMYE,SLB9G-CF6V5-RKRJG,6799V-S4H61-91SKC,['E3'],2022-02-02T05:30:55
546,NHBVOI,Y132Y-PN1BE-U0V3O,NAGF6-8FGC3-QE9PH,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-02-04T06:51:12
547,NHVOTR,BMK89-GWDPN-EZZ8A,GTDWX-XDIYT-5KJJC,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-11T22:26:35
548,NHVOTR,BMK89-GWDPN-EZZ8A,GTDWX-XDIYT-5KJJC,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-11T22:45:32
549,NHVOTR,BMK89-GWDPN-EZZ8A,GTDWX-XDIYT-5KJJC,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-12T04:35:21
550,NAAARK,K5T9S-MF655-6IGS6,G1HZZ-19UIJ-IR0J6,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T17:49:34
551,NOULDM,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T19:11:41
552,NDLDYG,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T19:11:42
553,NTCJJH,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T19:12:06
554,NWUEEA,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T19:13:14
555,NMCUZQ,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T19:13:42
556,NLXADM,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-02-19T19:15:19
557,NIJHTC,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-02-19T19:16:38
558,NTCJJH,9C4VR-BFV48-LMSPE,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T19:17:43
559,NOULDM,3123L-8VY3L-2ULS8,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T19:17:49
560,NMCUZQ,7656W-98IRU-FZ6KO,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T19:17:49
561,NULOTN,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-02-19T19:36:12
562,NFPWOK,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-02-19T19:37:24
563,NTZPMR,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-02-19T19:42:13
564,NEHTFG,9XVMJ-GXANJ-490HJ,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T19:55:20
565,NEHTFG,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T19:55:24
566,NXTHOW,9LV13-HL2MB-U41O8,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T20:03:33
567,NXTHOW,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T20:03:44
568,NWKQLM,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-02-19T20:07:35
569,NWUEEA,OXWTI-6J1BY-AZ3E0,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T20:11:50
570,NSLXPO,T8UFP-UDRFP-D2KRG,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T20:23:16
571,NSLXPO,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-19T20:23:32
